203.0,0,43,89.86971541495336,4
201.0,0,26,51.613145373017474,3
197.0,-2,30,61.870972659561886,3
189.0,-7,16,60.53955463866005,3
188.0,-7,6,60.94329712439209,3
190.0,-7,30,77.5133923538086,4
177.0,-10,5,85.07899181657734,4
178.0,-10,10,80.41830506035714,4
183.0,-9,47,41.35760658143322,3
180.0,-10,29,62.03628373126378,4
173.0,-11,13,80.17880038531797,4
172.0,-12,13,66.26762784890205,3
175.0,-11,31,74.76722109792,4
170.0,-14,42,79.25563530786803,4
169.0,-15,40,83.4374741790305,4
155.0,-24,5,78.23456707023598,3
153.0,-26,11,52.452525130741876,3
145.0,-28,9,78.19465139382824,4
150.0,-27,17,85.9508452644687,4
162.0,-21,37,80.60410215758318,4
161.0,-21,43,60.94825966637697,3
160.0,-22,38,86.68071757671333,4
159.0,-22,29,86.06728120802268,4
154.0,-25,31,55.605220583841344,3
151.0,-27,45,71.80343417082689,3
147.0,-28,46,80.1669104379038,3
149.0,-28,41,69.30677721447623,3
148.0,-28,32,55.78768596658821,3
142.0,-29,30,69.59669022631493,3
139.0,-31,34,78.94143314353171,4
136.0,-32,36,53.02004032823256,3
135.0,-34,34,75.78223744409495,4
128.0,-37,24,85.49039624183447,4
129.0,-37,37,85.54076173625829,4
123.0,-40,9,82.6584110441427,4
121.0,-41,37,52.515586114935864,3
122.0,-41,45,80.98151602609605,3
113.0,-43,33,81.85935434148296,4
112.0,-44,21,66.6493223350023,3
110.0,-44,16,78.23580461703637,4
105.0,-46,38,77.0733692764088,4
102.0,-46,16,87.77954468748523,4
386.0,8,15,59.1567179911067,3
