35,46,31,50.01569048532817,3
36,45,36,60.64262207982129,3
34,42,42,65.45872264445137,3
37,47,47,63.29376893937154,3
32,41,44,53.91799171941733,3
28,39,46,64.12490200041843,3
29,39,44,52.39327352726566,3
23,34,41,61.55327557518582,3
16,31,39,85.11858672213259,4
17,31,41,86.67128305165699,4
13,29,47,86.02073515989956,4
18,32,45,76.51434424082593,4
24,34,43,54.073317864132555,3
31,41,35,51.24598532782178,3
30,41,31,63.438767183534715,3
33,42,35,50.198933308145,3
26,37,36,67.44004032251752,3
19,32,38,88.14702176711667,4
9,28,37,73.84271882090205,3
2,26,31,87.5371339344814,4
11,29,30,77.76817458960357,4
15,30,28,83.91455436451803,4
14,30,30,79.96650908688153,4
12,29,31,87.23105472289609,4
3,27,30,85.03176984989814,4
4,27,33,74.55533426074142,3
5,27,39,87.93664992908977,4
6,27,40,77.95275986866017,4
8,28,38,71.82307141607981,3
21,34,30,79.3484984431596,4
25,37,25,63.99982693171417,3
38,47,24,68.29946949193702,3
27,40,29,63.655604031202536,3
22,35,30,66.43203619058036,3
20,33,25,79.26080242498065,4
10,28,27,78.79873404932586,4
0,24,29,85.46872737465655,4
1,25,40,71.08430357351276,4
7,27,42,83.36432711714623,4
