37,-46,38,77.0733692764088,4
31,-41,45,80.98151602609605,3
28,-37,37,85.54076173625829,4
20,-28,46,80.1669104379038,3
19,-27,45,71.80343417082689,3
21,-28,41,69.30677721447623,3
22,-28,32,55.78768596658821,3
18,-25,31,55.605220583841344,3
23,-29,30,69.59669022631493,3
27,-37,24,85.49039624183447,4
34,-44,16,78.23580461703637,4
13,-27,17,85.9508452644687,4
17,-22,29,86.06728120802268,4
8,-11,31,74.76722109792,4
0,-2,30,61.870972659561886,3
2,-7,30,77.5133923538086,4
10,-15,40,83.4374741790305,4
15,-21,43,60.94825966637697,3
25,-32,36,53.02004032823256,3
30,-41,37,52.515586114935864,3
32,-43,33,81.85935434148296,4
24,-31,34,78.94143314353171,4
14,-21,37,80.60410215758318,4
5,-10,29,62.03628373126378,4
6,-11,13,80.17880038531797,4
1,-7,16,60.53955463866005,3
36,0,26,51.613145373017474,3
35,0,43,89.86971541495336,4
4,-9,47,41.35760658143322,3
9,-14,42,79.25563530786803,4
16,-22,38,86.68071757671333,4
26,-34,34,75.78223744409495,4
33,-44,21,66.6493223350023,3
38,-46,16,87.77954468748523,4
29,-40,9,82.6584110441427,4
12,-28,9,78.19465139382824,4
11,-26,11,52.452525130741876,3
7,-12,13,66.26762784890205,3
3,-10,10,80.41830506035714,4
