198.0,-1,38,26.145919722999157,2
199.0,-1,42,29.408140286088308,2
194.0,-4,14,13.592859970220792,1
196.0,-3,26,17.211511253035923,1
195.0,-4,30,30.928169861600725,2
192.0,-6,1,18.0353259660509,1
187.0,-7,5,18.939070999622206,1
193.0,-6,28,31.239601533389088,2
185.0,-8,5,18.65290393097597,1
184.0,-8,3,33.16069636672995,2
191.0,-7,38,26.660330676197077,1
186.0,-8,44,21.464789335700694,1
176.0,-10,1,35.377596299570676,2
181.0,-9,34,13.367701573228207,1
182.0,-9,44,20.597313874745755,1
179.0,-10,22,44.86569716035226,2
174.0,-11,26,49.351383806158545,2
171.0,-13,35,19.09169957568102,1
168.0,-15,22,38.65036896172335,2
167.0,-16,3,38.51829534047512,2
163.0,-19,11,13.871752626588014,1
157.0,-23,8,62.1036602781358,2
152.0,-26,5,42.44421378414852,2
146.0,-28,13,29.16182801825916,2
166.0,-17,39,43.78598547673158,2
165.0,-18,38,16.35240802396817,1
164.0,-18,37,41.547169872052926,2
158.0,-23,40,33.03355273829296,2
156.0,-24,47,17.150142043480646,1
143.0,-29,38,12.66641623428755,1
144.0,-29,42,49.45296202533026,2
141.0,-30,41,13.38781943705664,1
140.0,-30,33,39.473315504160695,2
137.0,-31,24,23.463639266662188,2
138.0,-31,25,34.012461000880904,2
134.0,-34,30,55.46631577017717,2
133.0,-35,47,42.01253416367607,2
132.0,-36,23,25.290479141676748,2
131.0,-36,1,38.97934745498573,2
130.0,-37,42,39.452100728246556,2
127.0,-38,42,16.602832341894928,1
126.0,-40,42,40.08287486453564,2
125.0,-40,12,47.0250773585093,2
124.0,-40,10,52.721482515227265,2
120.0,-41,4,40.0340849626955,2
119.0,-42,30,13.362738688725186,1
118.0,-42,20,40.818998217307495,2
117.0,-42,12,18.426835387766623,1
116.0,-42,7,14.119781305570447,1
115.0,-42,5,33.500386903686234,2
114.0,-43,37,28.421563088324525,2
111.0,-44,20,30.84392430637747,2
109.0,-44,1,14.303213528778686,1
108.0,-45,33,20.180927198455116,1
107.0,-46,41,16.45925710078936,1
106.0,-46,39,12.590423763681823,1
104.0,-46,28,43.878927983279034,2
103.0,-46,27,29.864966863350343,2
